title,detail_title,job_url,company,company_name_full,company_url,company_url_from_job,salary_list,detail_salary,address_list,detail_location,exp_list,detail_experience,deadline,tags,working_addresses,working_times,desc_mota,desc_yeucau,desc_quyenloi,company_website,company_size,company_industry,company_address,company_description
AI Engineer (Team leader),AI Engineer (Team leader),https://careerviet.vn/vi/tim-viec-lam/ai-engineer-team-leader.35C53F83.html,,Công ty TNHH Viettel - CHT,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-viettel-cht.35A87FE7.html,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-viettel-cht.35A87FE7.html,Lương: Cạnh tranh,,Hà Nội,,,,,AI Engineer Team leader,,,"Gia nhập đội ngũ tiên phong dẫn dắt sự thay đổi cùng Viettel IDC Hơn cả một công việc, Viettel IDC mang đến cho bạn cơ hội phụng sự, kiến tạo và dẫn dắt hạ tầng chuyển đổi số quốc gia. Các nhiệm vụ chính:",I. Yêu cầu:,Chế độ bảo hiểm Du Lịch Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương,,,,,
⁠AI Content Creator & Designer,⁠AI Content Creator & Designer,https://careerviet.vn/vi/tim-viec-lam/ai-content-creator-designer.35C50FCE.html,,GLO365 CLINIC,https://careerviet.vn/vi/nha-tuyen-dung/glo365-clinic.35A980DD.html,https://careerviet.vn/vi/nha-tuyen-dung/glo365-clinic.35A980DD.html,Lương: Cạnh tranh,,Hồ Chí Minh,,,,,⁠ai content creator & designer; nhân viên thiết kế; chuyên viên thiết kế,,,"Viết caption, voice nội dung từ insight đời sống, chỉnh sửa hình ảnh, thiết kế story/post dùng AI.","Sử dụng Canva AI, Midjourney, DALL·E, Adobe Express để tạo hình ảnh post, banner cá nhân.",Chế độ bảo hiểm Du Lịch Chế độ thưởng Đào tạo Tăng lương Nghỉ phép năm,,,,,
Junior AI Engineer,Junior AI Engineer,https://careerviet.vn/vi/tim-viec-lam/junior-ai-engineer.35C5739C.html,,Công ty Cổ phần IntelLife,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-intellife.35A84945.html,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-intellife.35A84945.html,Lương: 16 Tr - 25 Tr VND,,Hà Nội,,,,,ai; it; ai engineer; cntt; lập trình viên c++; python; sql; mysql,,,"· Xây dựng và triển khai các mô hình AI đơn giản: phân loại, gợi ý sản phẩm, chatbot hỗ trợ khách hàng.","· Tốt nghiệp Đại học chuyên ngành Khoa học Máy tính, Công nghệ Thông tin, Toán Tin, Điện tử viễn thông hoặc liên quan",Laptop Chế độ bảo hiểm Du Lịch Phụ cấp Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương Công tác phí Phụ cấp thâm niên Nghỉ phép năm,,,,,
Chuyên gia AI,Chuyên gia AI,https://careerviet.vn/vi/tim-viec-lam/chuyen-gia-ai.35C4D416.html,,Công Ty Quản Lý Nợ Và Khai Thác Tài Sản - Ngân Hàng TMCP Quân Đội,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-quan-ly-no-va-khai-thac-tai-san-ngan-hang-tmcp-quan-doi.35A59298.html,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-quan-ly-no-va-khai-thac-tai-san-ngan-hang-tmcp-quan-doi.35A59298.html,"Lương: 1,500 - 3,000 USD",,Hà Nội,,,,,ai; nhân tạo; trí tuệ nhân tạo; chuyên gia trí tuệ nhân tạo; chuyên gia ai,,,"Nghiên cứu, đề xuất triển khai sản phẩm ứng dụng CNTT trên nền tảng công nghệ AI mới Tiếp nhận, vận hành, đề xuất cải tiến ứng dụng CNTT đang và sẽ áp dụng tại Công ty Phát triển các sản phẩm AI CNTT theo đặc tả yêu cầu của chuyên viên phân tích nghiệp vụ Tham gia quy trình xây dựng và bảo trì model: Cleaning data, analytic data, building model, testing model, sharing with business for feedback, deploying model, visualization, maintenance model, educating business and teams.",Yêu cầu căn bản về chuyên môn:,Laptop Chế độ bảo hiểm Du Lịch Phụ cấp Xe đưa đón Du lịch nước ngoài Đồng phục Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương Công tác phí Phụ cấp thâm niên Nghỉ phép năm CLB thể thao,,,,,
Senior AI Engineer,Senior AI Engineer,https://careerviet.vn/vi/tim-viec-lam/senior-ai-engineer.35C4F6F7.html,,Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-cp-vang-bac-da-quy-phu-nhuan-pnj.35A4FCAA.html,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-cp-vang-bac-da-quy-phu-nhuan-pnj.35A4FCAA.html,Lương: Cạnh tranh,,Hồ Chí Minh,,,,,LLMOps; MLOps; Agentic AI; AI Agent; LangChain; ReAct; multi-agent orchestration,,,Mục đích vị trí công việc,"Tốt nghiệp Đại học trở lên. Chuyên ngành Công nghệ thông tin, Khoa học máy tính, Toán hoặc lĩnh vực có liên quan. Nền tảng và kinh nghiệm thực hành Machine Learning, Deep Learning. Triển khai và vận hành model lên ít nhất 1 nền tảng cloud: AWS/GCP/Azure ML. Ưu tiên có kinh nghiệm với LLMOps/MLOps, tham gia POC Agentic AI. Thành thạo Python, ML Fundamentals. Hiểu khái niệm cơ bản ML: supervised/ unsupervised learning, regression, classification, clustering. Nắm nguyên lý LLM (Transformer, attention). Kỹ năng xây prompt tối ưu, đánh giá chất lượng đầu ra. Tư duy & kỹ năng phân tích. Kỹ năng giải quyết vấn đề Kỹ năng làm việc độc lập Kinh nghiệm làm việc theo quy trình Agile/scrum. Khả năng học hỏi nhanh. Sẵn sàng nghiên cứu, thử nghiệm giải pháp mới. Fine – tuning LLM (Nice to have)",Laptop Chế độ bảo hiểm Phụ cấp Chế độ thưởng Chăm sóc sức khỏe Nghỉ phép năm,,,,,
[IT Dept.] Senior AI Engineer,[IT Dept.] Senior AI Engineer,https://careerviet.vn/vi/tim-viec-lam/it-dept-senior-ai-engineer.35C56D25.html,,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-bao-hiem-nhan-tho-mb-ageas.35A8401A.html,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-bao-hiem-nhan-tho-mb-ageas.35A8401A.html,Lương: Cạnh tranh,,Hà Nội,,,,,Senior AI Engineer; IT; AI,,,"At MB Life, we believe that AI is the core driver of breakthroughs in the insurance industry and a key enabler for optimizing the way we work. As a Senior AI/ML Engineer, you will be at the forefront of exploring, evaluating, and applying cutting-edge AI technologies from the open-source community and leading global providers to solve real-world business challenges. Your mission is not to build everything from scratch, but to stand on the shoulders of giants—leveraging the power of pre-trained models, cloud-based AI platforms, and open-source solutions to deliver value quickly, from enhancing customer experiences to automating and accelerating internal software development processes.","A Bachelor’s degree in Mathematics, Statistics, Software Engineering, Computer Science, or a related fiel Experience: ​ Minimum of 5 years in Software Engineering , with at least 2 years of hands-on experience in applying and deploying AI/ML solutions. Proven expertise in integrating pre-trained AI models (e.g., Hugging Face) and/or third-party AI services (OpenAI, Google AI, AWS AI) into real-world products. Experience in building and deploying applications on cloud platforms (AWS, GCP, Azure). Understanding of software development process optimization and DORA metrics is a significant advantage. Technical Skills: ​ Proficiency in Python and AI/ML-related libraries. Strong experience in API development and integration (REST, gRPC). Solid knowledge of Docker and a basic understanding of Kubernetes . Hands-on experience with at least one cloud provider (AWS/GCP/Azure).",,,,,,
Data Analyst & AI Developer Engneer,Data Analyst & AI Developer Engneer,https://careerviet.vn/vi/tim-viec-lam/data-analyst-ai-developer-engneer.35C552E8.html,,"Thermtrol Co., Ltd.",https://careerviet.vn/vi/nha-tuyen-dung/thermtrol-co-ltd.35A5023C.html,https://careerviet.vn/vi/nha-tuyen-dung/thermtrol-co-ltd.35A5023C.html,Lương: Cạnh tranh,,Bình Dương,,,,,,,,"Software Development – Design, develop, implement, and test application software; contribute through coding, algorithm design, debugging, and system integration. Data Collection & Management – Acquire, clean, and organize structured and unstructured data from diverse sources (databases, APIs, logs, external datasets). Data Analysis & Visualization – Conduct statistical analyses, generate reports, and create interactive dashboards (Power BI, Tableau, Excel) to support strategic decision-making. Database Design & Optimization – Define requirements, design efficient database schemas, and optimize queries for scalability and performance. Machine Learning & AI Development – Build, train, and evaluate predictive and prescriptive models using Python (TensorFlow, PyTorch). Deployment & Automation – Deploy and integrate AI/ML models into production environments (APIs, pipelines, MLOps). Cloud & Big Data Solutions – Leverage cloud platforms (AWS, Azure, GCP) and big data frameworks (Spark, Hadoop) for advanced analytics. Business Problem-Solving – Collaborate with stakeholders to translate business requirements into analytical models and AI-driven solutions. Innovation & Research – Stay abreast of emerging trends in AI, data science, cloud, and automation, applying them to optimize business processes. Documentation & Reporting – Prepare technical documentation, research reports, and user manuals for developed systems and solutions. Collaboration & Mentorship – Work cross-functionally with IT, business, and operations teams; mentor junior staff in data analytics and AI development. Technical Support – Serve as a technical advisor to other departments, providing training and knowledge transfer when needed. Additional Duties – Perform other responsibilities as assigned by management.",Minimum Criteria,Du Lịch Phụ cấp Xe đưa đón Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương Nghỉ phép năm,,,,,
Trưởng bộ phận AI & Bigdata,Trưởng bộ phận AI & Bigdata,https://careerviet.vn/vi/tim-viec-lam/truong-bo-phan-ai-bigdata.35C56BE5.html,,Tập Đoàn Karofi Holding,https://careerviet.vn/vi/nha-tuyen-dung/tap-doan-karofi-holding.35A6682E.html,https://careerviet.vn/vi/nha-tuyen-dung/tap-doan-karofi-holding.35A6682E.html,Lương: 35 Tr - 45 Tr VND,,Hà Nội,,,,,,,,"Mục tiêu công việc: Lãnh đạo và hướng dẫn đội ngũ kỹ sư AI trong việc phát triển các giải pháp AI tiên tiến, nhằm cải thiện và mở rộng khả năng của các ứng dụng xử lý giọng nói, trợ lý ảo và quản lý dữ liệu lớn Datalake.","Tốt nghiệp Đại học trở lên, ưu tiên các ngành Công nghệ Thông tin, Khoa học Máy tính hoặc các lĩnh vực liên quan. Kinh nghiệm trong lĩnh vực AI, đặc biệt là xử lý giọng nói và trợ lý ảo. Hiểu biết sâu rộng về lưu trữ, xử lý và mining dữ liệu lớn trên các nền tảng và dịch vụ đám mây phổ biến như AWS, GCP, Azure Kinh nghiệm quản lý dự án và lãnh đạo đội ngũ kỹ sư. Khả năng giao tiếp và thuyết trình tốt. Có các chứng chỉ chuyên môn liên quan đến AI và Big Data là một lợi thế. Khả năng phân tích dữ liệu và tư duy chiến lược.",Laptop Chế độ bảo hiểm Du Lịch Phụ cấp Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương Công tác phí Phụ cấp thâm niên Nghỉ phép năm,,,,,
Senior Full Stack Developer & AI,Senior Full Stack Developer & AI,https://careerviet.vn/vi/tim-viec-lam/senior-full-stack-developer-ai.35C57033.html,,Công Ty Cổ Phần TARA,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tara.35A75AB9.html,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tara.35A75AB9.html,Lương: Cạnh tranh,,Hồ Chí Minh,,,,,senior full stack developer & ai; lập trình; fullstackdeveloper; seniordeveloper; softwareengineering; machinelearning; deeplearning; aiengineering,,,Full Stack:,Kỹ năng kỹ thuật:,Chế độ bảo hiểm Du Lịch Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương,,,,,
Video Editor – Quay Dựng AI,Video Editor – Quay Dựng AI,https://careerviet.vn/vi/tim-viec-lam/video-editor-quay-dung-ai.35C4EBDE.html,,CÔNG TY TNHH DƯỢC PHẨM ĐẠI PHÚ AN,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-duoc-pham-dai-phu-an.35A94300.html,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-duoc-pham-dai-phu-an.35A94300.html,Lương: 10 Tr - 15 Tr VND,,Hồ Chí Minh,,,,,video editor – quay dựng ai; biên tập viên; nhân viên biên tập tin nội bộ,,,- Xây dựng kế hoạch và lên ý tưởng cho video Ai,YÊU CẦU:,Laptop Chế độ bảo hiểm Du Lịch Phụ cấp Đồng phục Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương Công tác phí Phụ cấp thâm niên Nghỉ phép năm CLB thể thao,,,,,
